"%1","%1"
"A {{config}} directive reads twenty-two paths and no others: web/unsecure/base_url, web/secure/base_url, trans_email/ident_general/name, trans_email/ident_general/email, trans_email/ident_sales/name, trans_email/ident_sales/email, trans_email/ident_support/name, trans_email/ident_support/email, trans_email/ident_custom1/name, trans_email/ident_custom1/email, trans_email/ident_custom2/name, trans_email/ident_custom2/email, general/store_information/name, general/store_information/phone, general/store_information/hours, general/store_information/country_id, general/store_information/region_id, general/store_information/postcode, general/store_information/city, general/store_information/street_line1, general/store_information/street_line2 and general/store_information/merchant_vat_number.","A {{config}} directive reads twenty-two paths and no others: web/unsecure/base_url, web/secure/base_url, trans_email/ident_general/name, trans_email/ident_general/email, trans_email/ident_sales/name, trans_email/ident_sales/email, trans_email/ident_support/name, trans_email/ident_support/email, trans_email/ident_custom1/name, trans_email/ident_custom1/email, trans_email/ident_custom2/name, trans_email/ident_custom2/email, general/store_information/name, general/store_information/phone, general/store_information/hours, general/store_information/country_id, general/store_information/region_id, general/store_information/postcode, general/store_information/city, general/store_information/street_line1, general/store_information/street_line2 and general/store_information/merchant_vat_number."
"Active From","Active From"
"Active From must be before Active To.","Active From must be before Active To."
"Active To","Active To"
"Add","Add"
"Address on the basket","Address on the basket"
"Alerted products block","Alerted products block"
"All","All"
"All Store Views","All Store Views"
"Always Active","Always Active"
"An extra line about delivery, printed under the shipping method.","An extra line about delivery, printed under the shipping method."
"An order with nothing to ship has no shipping address, and the senders assign nothing at all in that case, so the value is empty.","An order with nothing to ship has no shipping address, and the senders assign nothing at all in that case, so the value is empty."
"An order with nothing to ship has no shipping method, so the value is empty.","An order with nothing to ship has no shipping method, so the value is empty."
"Another immediate published override already exists for this template and store (""%1""). Delete it first before removing the schedule from this override.","Another immediate published override already exists for this template and store (""%1""). Delete it first before removing the schedule from this override."
"Any other path renders as an empty string. Nothing is logged and nothing is shown, so a directive naming a perfectly real setting that is not on the list looks exactly like a setting that has no value.","Any other path renders as an empty string. Nothing is logged and nothing is shown, so a directive naming a perfectly real setting that is not on the list looks exactly like a setting that has no value."
"Applies a stylesheet to the message by writing the styles onto the elements themselves, which is what mail programs that ignore a stylesheet need. It prints nothing where it stands.","Applies a stylesheet to the message by writing the styles onto the elements themselves, which is what mail programs that ignore a stylesheet need. It prints nothing where it stands."
"Apply Schedule","Apply Schedule"
"Back to draft","Back to draft"
"Back to list","Back to list"
"Basket total","Basket total"
"Because the directive could not be read, nothing can be said about where its value comes from.","Because the directive could not be read, nothing can be said about where its value comes from."
"Billing address block","Billing address block"
"Billing address block on the basket","Billing address block on the basket"
"Both version IDs are required for comparison.","Both version IDs are required for comparison."
"Builds a layout handle and prints the markup of the outermost block it produces.","Builds a layout handle and prints the markup of the outermost block it produces."
"Cancel","Cancel"
"Cannot delete the default theme.","Cannot delete the default theme."
"Change the data it is worked out from, or edit the template to render something else.","Change the data it is worked out from, or edit the template to render something else."
"Change the name after in to another variable that holds a list. If it does not hold one, nothing is repeated.","Change the name after in to another variable that holds a list. If it does not hold one, nothing is repeated."
"Change the order there. The message reports whatever the order says at the moment it is sent; nothing in the template decides it.","Change the order there. The message reports whatever the order says at the moment it is sent; nothing in the template decides it."
"Change the url parameter to the path you want; it is written the way a storefront route is, without a leading slash.","Change the url parameter to the path you want; it is written the way a storefront route is, without a leading slash."
"Change the value in the Transactional Emails section and save.","Change the value in the Transactional Emails section and save."
"Change the variable named after depend. It is a plain variable path - the same one you would write inside {{var}}.","Change the variable named after depend. It is a plain variable path - the same one you would write inside {{var}}."
"Change the variable named after if. It is a plain variable path - the same one you would write inside {{var}}.","Change the variable named after if. It is a plain variable path - the same one you would write inside {{var}}."
"Changes","Changes"
"Changing this value requires the ""%1"" permission, which your account does not hold.","Changing this value requires the ""%1"" permission, which your account does not hold."
"Check the word immediately after the opening braces: it is the directive kind, and only the kinds this editor publishes can be looked up.","Check the word immediately after the opening braces: it is the directive kind, and only the kinds this editor publishes can be looked up."
"Check whether any installed extension fills this name in. Nothing in Magento itself does.","Check whether any installed extension fills this name in. Nothing in Magento itself does."
"Chooses between two pieces of text according to whether the variable it names has a value.","Chooses between two pieces of text according to whether the variable it names has a value."
"Clear","Clear"
"Clear search","Clear search"
"Clearing the Store Name setting does not empty this. When the setting has no value the name of the store the store view belongs to is printed instead, which is why a name often survives being deleted.","Clearing the Store Name setting does not empty this. When the setting has no value the name of the store the store view belongs to is printed instead, which is why a name often survives being deleted."
"Clearing the Store Name setting does not empty this. When the setting has no value the name of the store the store view belongs to is printed instead.","Clearing the Store Name setting does not empty this. When the setting has no value the name of the store the store view belongs to is printed instead."
"Click a variable to insert it at the cursor position","Click a variable to insert it at the cursor position"
"Click to insert","Click to insert"
"Close","Close"
"Close draft","Close draft"
"Comment sent with the document","Comment sent with the document"
"Configuration value","Configuration value"
"Contact","Contact"
"Copy the stylesheet into your own theme, under web/css/ in the theme directory, and edit the copy.","Copy the stylesheet into your own theme, under web/css/ in the theme directory, and edit the copy."
"Copy the stylesheet into your own theme, under web/css/ in the theme directory.","Copy the stylesheet into your own theme, under web/css/ in the theme directory."
"Could not delete template override: %1","Could not delete template override: %1"
"Could not delete template version: %1","Could not delete template version: %1"
"Could not delete theme: %1","Could not delete theme: %1"
"Could not save template override: %1","Could not save template override: %1"
"Could not save template version: %1","Could not save template version: %1"
"Could not save theme: %1","Could not save theme: %1"
"Create","Create"
"Created by","Created by"
"Credit Memo","Credit Memo"
"Credit memo number","Credit memo number"
"Credit memo record id","Credit memo record id"
"Current value","Current value"
"Custom CSS","Custom CSS"
"Custom Data","Custom Data"
"Custom Variables","Custom Variables"
"Custom variable","Custom variable"
"Customer","Customer"
"Customer email address","Customer email address"
"Customer name","Customer name"
"Customer name on the order","Customer name on the order"
"Customized","Customized"
"DRAFT","DRAFT"
"Data Source","Data Source"
"Date","Date"
"Default","Default"
"Default Config","Default Config"
"Default Template (Read-Only)","Default Template (Read-Only)"
"Delete","Delete"
"Delete draft","Delete draft"
"Delivery address block on the basket","Delivery address block on the basket"
"Delivery method title","Delivery method title"
"Demo","Demo"
"Demo data used to render the preview only — it does not affect the saved template","Demo data used to render the preview only — it does not affect the saved template"
"Deploy static content after replacing a file, so the published copy the address points at is the new one.","Deploy static content after replacing a file, so the published copy the address points at is the new one."
"Deploy static content so the change reaches the next alert that is sent.","Deploy static content so the change reaches the next alert that is sent."
"Deploy static content so the change reaches the next message that is sent.","Deploy static content so the change reaches the next message that is sent."
"Describe the changes...","Describe the changes..."
"Design configuration","Design configuration"
"Design configuration is kept per scope, and the list shows one row for the default, one for each website and one for each store view. Open the row for the store view the message is sent in.","Design configuration is kept per scope, and the list shows one row for the default, one for each website and one for each store view. Open the row for the store view the message is sent in."
"Diff","Diff"
"Disabled","Disabled"
"Discard","Discard"
"Draft created from version v%1. Publish to make it live.","Draft created from version v%1. Publish to make it live."
"Draft deleted successfully.","Draft deleted successfully."
"Draft duplicated successfully.","Draft duplicated successfully."
"Draft name is required.","Draft name is required."
"Draft renamed successfully.","Draft renamed successfully."
"Draft saved successfully.","Draft saved successfully."
"Drafts","Drafts"
"Duplicate","Duplicate"
"EXPIRED","EXPIRED"
"Edit","Edit"
"Edit Schedule","Edit Schedule"
"Edit the copy. A file in the theme takes precedence over the one the theme inherits.","Edit the copy. A file in the theme takes precedence over the one the theme inherits."
"Edit the template content to change what it wraps or when it is shown.","Edit the template content to change what it wraps or when it is shown."
"Editor","Editor"
"Email Template Editor","Email Template Editor"
"Email address given on the contact form","Email address given on the contact form"
"Email logo alternative text","Email logo alternative text"
"Email logo height","Email logo height"
"Email logo image","Email logo image"
"Email logo width","Email logo width"
"Email stylesheet","Email stylesheet"
"Email subject line...","Email subject line..."
"Enable Email Template Editor","Enable Email Template Editor"
"Enabled","Enabled"
"End","End"
"End Date","End Date"
"End date...","End date..."
"Enter email address...","Enter email address..."
"Enter theme name...","Enter theme name..."
"Entity ID is required.","Entity ID is required."
"Entity ID or template identifier is required.","Entity ID or template identifier is required."
"Escape","Escape"
"Escapes the value before it is written into the message, and is what a {{var}} directive gets when it carries no modifier chain at all. The type is compared exactly as written: only html, htmlentities and url are recognised, and any other spelling, HTML among them, is not an error but a value returned untouched, so the message receives it unescaped.","Escapes the value before it is written into the message, and is what a {{var}} directive gets when it carries no modifier chain at all. The type is compared exactly as written: only html, htmlentities and url are recognised, and any other spelling, HTML among them, is not an error but a value returned untouched, so the message receives it unescaped."
"Every sales sender renders the order's billing address through the address renderer in its html layout and assigns the result under this name.","Every sales sender renders the order's billing address through the address renderer in its html layout and assigns the result under this name."
"Every sales sender renders the order's shipping address through the address renderer in its html layout and assigns the result under this name.","Every sales sender renders the order's shipping address through the address renderer in its html layout and assigns the result under this name."
"Every {{depend}} needs a matching {{/depend}}. Without one the block is not recognised and the text around it is printed as written.","Every {{depend}} needs a matching {{/depend}}. Without one the block is not recognised and the text around it is printed as written."
"Every {{if}} needs a matching {{/if}}; {{else}} between the two is optional and may appear once.","Every {{if}} needs a matching {{/if}}; {{else}} between the two is optional and may appear once."
"Everything after the first vertical bar inside the directive is read as formatting, so a message that contains a vertical bar of its own is cut in half - the remaining fragment has no closing quotation mark and the directive prints nothing.","Everything after the first vertical bar inside the directive is read as formatting, so a message that contains a vertical bar of its own is cut in half - the remaining fragment has no closing quotation mark and the directive prints nothing."
"Export","Export"
"Failed to change the theme scope.","Failed to change the theme scope."
"Failed to change the theme scope. Please try again.","Failed to change the theme scope. Please try again."
"Failed to create theme.","Failed to create theme."
"Failed to create theme. Please try again.","Failed to create theme. Please try again."
"Failed to delete the theme.","Failed to delete the theme."
"Failed to delete the theme. Please try again.","Failed to delete the theme. Please try again."
"Failed to import theme.","Failed to import theme."
"Failed to import theme. Please try again.","Failed to import theme. Please try again."
"Failed to load the theme.","Failed to load the theme."
"Failed to load the theme. Please try again.","Failed to load the theme. Please try again."
"Failed to load themes.","Failed to load themes."
"Failed to load themes. Please try again.","Failed to load themes. Please try again."
"Failed to read uploaded file.","Failed to read uploaded file."
"Failed to save theme.","Failed to save theme."
"Failed to save theme. Please try again.","Failed to save theme. Please try again."
"Failed to send test email: %1","Failed to send test email: %1"
"Fill in both values: an HTML message uses the HTML value and falls back to the plain one only while the HTML value is empty.","Fill in both values: an HTML message uses the HTML value and falls back to the plain one only while the HTML value is empty."
"Find out where the value comes from before changing anything the message depends on.","Find out where the value comes from before changing anything the message depends on."
"Flush the configuration cache; until then the directive keeps rendering as an empty string.","Flush the configuration cache; until then the directive keeps rendering as an empty string."
"For a different layout, override the payment method's information template in your own theme.","For a different layout, override the payment method's information template in your own theme."
"For a different wording, print a field of the order itself instead of this prepared string.","For a different wording, print a field of the order itself instead of this prepared string."
"For a link into the shop, write {{store url=""""}}, which builds the address for the store view the message is sent in. A path may be given instead of the empty string.","For a link into the shop, write {{store url=""""}}, which builds the address for the store view the message is sent in. A path may be given instead of the empty string."
"For a registered customer, changing the name on the account under Customers > All Customers affects future orders, not orders already placed.","For a registered customer, changing the name on the account under Customers > All Customers affects future orders, not orders already placed."
"For a template held in a file, edit the styles annotation at the top of that file, in your own theme rather than in the module it came from.","For a template held in a file, edit the styles annotation at the top of that file, in your own theme rather than in the module it came from."
"For a template held in a file, the rules come from a styles annotation at the top of that file, which Magento\Email\Model\AbstractTemplate strips out while loading it. For a template saved in the administration, they come from that template's own Template Styles field.","For a template held in a file, the rules come from a styles annotation at the top of that file, which Magento\Email\Model\AbstractTemplate strips out while loading it. For a template saved in the administration, they come from that template's own Template Styles field."
"For a template saved in the administration, edit its Template Styles field under Marketing > Email Templates.","For a template saved in the administration, edit its Template Styles field under Marketing > Email Templates."
"For the account messages the notification service assigns the customer's record, with the assembled display name added to it under the name field. The wish list sharing message assigns the same kind of record. The payment failure message is the exception: there this name holds the customer's name as plain text, or the word Guest.","For the account messages the notification service assigns the customer's record, with the assembled display name added to it under the name field. The wish list sharing message assigns the same kind of record. The payment failure message is the exception: there this name holds the customer's name as plain text, or the word Guest."
"For the configured address itself, write {{config path=""web/unsecure/base_url""}} or {{config path=""web/secure/base_url""}}.","For the configured address itself, write {{config path=""web/unsecure/base_url""}} or {{config path=""web/secure/base_url""}}."
"Formatting","Formatting"
"General Contact sender address","General Contact sender address"
"General Contact sender name","General Contact sender name"
"General Settings","General Settings"
"Generated Tailwind CSS","Generated Tailwind CSS"
"HTML","HTML"
"Hide templates","Hide templates"
"History","History"
"How long the link stays usable is set under Stores > Configuration > Customers > Customer Configuration > Password Options.","How long the link stays usable is set under Stores > Configuration > Customers > Customer Configuration > Password Options."
"How long the note may be is set under Stores > Configuration > Customers > Wish List for the wish list, and under Catalog > Email to a Friend for the product share.","How long the note may be is set under Stores > Configuration > Customers > Wish List for the wish list, and under Catalog > Email to a Friend for the product share."
"How tall the logo is drawn, in pixels.","How tall the logo is drawn, in pixels."
"How to change the condition","How to change the condition"
"How to change the file","How to change the file"
"How to change the stylesheet","How to change the stylesheet"
"How to change the wording","How to change the wording"
"How to change this","How to change this"
"How to change what is included","How to change what is included"
"How to change what it renders","How to change what it renders"
"How to change what it repeats over","How to change what it repeats over"
"How to change what this prints","How to change what this prints"
"How to change where it points","How to change where it points"
"How to make another setting readable","How to make another setting readable"
"How wide the logo is drawn, in pixels.","How wide the logo is drawn, in pixels."
"Hryvinskyi","Hryvinskyi"
"If nothing fills it in, the directive can be removed from the template: it prints nothing either way.","If nothing fills it in, the directive can be removed from the template: it prints nothing either way."
"Immediately","Immediately"
"Import","Import"
"Import Theme","Import Theme"
"In a module of your own, add an item for the path to that argument, grouped under the configuration group it belongs to, exactly as Magento_Variable does for the paths below.","In a module of your own, add an item for the path to that argument, grouped under the configuration group it belongs to, exactly as Magento_Variable does for the paths below."
"In a plain-text template the directive does nothing at all.","In a plain-text template the directive does nothing at all."
"In a plain-text template the directive produces nothing at all.","In a plain-text template the directive produces nothing at all."
"In a product alert this is the recipient's name. In the wish list sharing message it is the name of the person who shared the list, not the recipient's.","In a product alert this is the recipient's name. In the wish list sharing message it is the name of the person who shared the list, not the recipient's."
"In a template that is included by another one, the directive is left alone and the containing template deals with it, so moving it into a header or footer changes when it takes effect but not what it does.","In a template that is included by another one, the directive is left alone and the containing template deals with it, so moving it into a header or footer changes when it takes effect but not what it does."
"In an email template a {{var}} directive with no vertical bar in it is escaped as HTML. That comes from the email template filter rather than from the directive: text run through Magento\Framework\Filter\Template on its own - the store address layout, for one - gets no escaping at all, so the rule cannot be carried over to templates outside email.","In an email template a {{var}} directive with no vertical bar in it is escaped as HTML. That comes from the email template filter rather than from the directive: text run through Magento\Framework\Filter\Template on its own - the store address layout, for one - gets no escaping at all, so the rule cannot be carried over to templates outside email."
"In the account and wish list messages this is a record to read fields from, as in customer.name. In the payment failure message it is already the name, and reading a field from it produces nothing.","In the account and wish list messages this is a record to read fields from, as in customer.name. In the payment failure message it is already the name, and reading a field from it produces nothing."
"In the payment failure message the wording is built in the sending code and cannot be changed from the template.","In the payment failure message the wording is built in the sending code and cannot be changed from the template."
"In the template:","In the template:"
"In the wish list message the layout comes from the wish list email items block. Override its template in your own theme to change it.","In the wish list message the layout comes from the wish list email items block. Override its template in your own theme to change it."
"Includes another email template, named indirectly by the configuration setting that holds it.","Includes another email template, named indirectly by the configuration setting that holds it."
"Insert Variable","Insert Variable"
"Inside the block, everything between the braces is read as a variable path and nothing else. A vertical bar becomes part of the name, so {{var item.name|escape}} matches nothing and prints an empty string - and, more seriously, values printed inside the block are not escaped the way the same directive outside the block would be.","Inside the block, everything between the braces is read as a variable path and nothing else. A vertical bar becomes part of the name, so {{var item.name|escape}} matches nothing and prints an empty string - and, more seriously, values printed inside the block are not escaped the way the same directive outside the block would be."
"Inside the block, write the name before in followed by a full stop and the value you want, for instance {{var item.name}}.","Inside the block, write the name before in followed by a full stop and the value you want, for instance {{var item.name}}."
"Invalid theme CSS: %1","Invalid theme CSS: %1"
"Invalid theme content: %1","Invalid theme content: %1"
"Invoice","Invoice"
"Invoice number","Invoice number"
"Invoice record id","Invoice record id"
"It exists to be tested rather than printed. The shipped templates use it as the condition of a depend directive around the shipping sections.","It exists to be tested rather than printed. The shipped templates use it as the condition of a depend directive around the shipping sections."
"It is an internal key and means nothing to a recipient.","It is an internal key and means nothing to a recipient."
"It is an internal key and means nothing to a recipient. The shipped template passes it to the items grid rather than printing it.","It is an internal key and means nothing to a recipient. The shipped template passes it to the items grid rather than printing it."
"It is an internal name rather than a phrase prepared for reading, and it is not translated.","It is an internal name rather than a phrase prepared for reading, and it is not translated."
"It is never empty. Without an uploaded file the theme's own logo is used, so a message always shows a picture.","It is never empty. Without an uploaded file the theme's own logo is used, so a message always shows a picture."
"It is never empty: without a product image the placeholder is used, so the message always shows a picture of some kind.","It is never empty: without a product image the placeholder is used, so the message always shows a picture of some kind."
"It is not necessarily the address the message was sent from. Which identity sends a message is a separate setting on that message's own configuration page.","It is not necessarily the address the message was sent from. Which identity sends a message is a separate setting on that message's own configuration page."
"It is text typed by a stranger. It reaches the template exactly as submitted, so removing the escaping from this directive lets a visitor put markup into the message you receive.","It is text typed by a stranger. It reaches the template exactly as submitted, so removing the escaping from this directive lets a visitor put markup into the message you receive."
"It is the Customer Support address. Changing the General Contact address, or the address a particular kind of message is sent from, leaves this value untouched.","It is the Customer Support address. Changing the General Contact address, or the address a particular kind of message is sent from, leaves this value untouched."
"It is the time the message was put together. When failures are reported in a batch, it is not the time of the payment attempt.","It is the time the message was put together. When failures are reported in a batch, it is not the time of the payment attempt."
"It is written {{for item in order.items}}. The name before in is the name each item takes inside the block; the name after in is read the same way a {{var}} path is and has to come back as a list.","It is written {{for item in order.items}}. The name before in is the name each item takes inside the block; the name after in is read the same way a {{var}} path is and has to come back as a list."
"It only has a value in the templates that code sends; in any other template it renders as nothing at all.","It only has a value in the templates that code sends; in any other template it renders as nothing at all."
"Items block","Items block"
"Keeps the text between it and its closing tag only when the variable it names has a value.","Keeps the text between it and its closing tag only when the variable it names has a value."
"Leave empty for immediate activation.","Leave empty for immediate activation."
"Leave empty for no expiration.","Leave empty for no expiration."
"Leaving it blank does not produce a blank: the store view's name is used instead.","Leaving it blank does not produce a blank: the store view's name is used instead."
"Leaving the HTML value empty does not make the variable render as nothing in an HTML message. The plain value is used instead, escaped and with its line breaks turned into HTML line breaks, so any markup written in it arrives as visible text rather than as markup.","Leaving the HTML value empty does not make the variable render as nothing in an HTML message. The plain value is used instead, escaped and with its line breaks turned into HTML line breaks, so any markup written in it arrives as visible text rather than as markup."
"Legacy template #%1","Legacy template #%1"
"Like {{var}}, a {{trans}} directive with no vertical bar in it is escaped as HTML, and any formatting name that is not escape or nl2br switches that off without a word.","Like {{var}}, a {{trans}} directive with no vertical bar in it is escaped as HTML, and any formatting name that is not escape or nl2br switches that off without a word."
"Line breaks arrive as they were typed and are not turned into markup, so a long message runs together unless the directive is asked to convert them.","Line breaks arrive as they were typed and are not turned into markup, so a long message runs together unless the directive is asked to convert them."
"Link for setting a password","Link for setting a password"
"Link to the customer account page","Link to the customer account page"
"Link to the shared wish list","Link to the shared wish list"
"Loading editor...","Loading editor..."
"Loading history...","Loading history..."
"Loading variables...","Loading variables..."
"Looking this up...","Looking this up..."
"Magento DB","Magento DB"
"Magento\Email\Model\AbstractTemplate puts it on the store object under frontend_name before the message is rendered. Magento\Store\Model\Store::getFrontendName reads the Store Name setting of the Store Information configuration group, and falls back to the name of the store the store view belongs to when that setting is empty.","Magento\Email\Model\AbstractTemplate puts it on the store object under frontend_name before the message is rendered. Magento\Store\Model\Store::getFrontendName reads the Store Name setting of the Store Information configuration group, and falls back to the name of the store the store view belongs to when that setting is empty."
"Magento\Email\Model\AbstractTemplate puts the store view the message is being sent for into the template variables under the name store, and store_id is a column of the store record it carries.","Magento\Email\Model\AbstractTemplate puts the store view the message is being sent for into the template variables under the name store, and store_id is a column of the store record it carries."
"Magento\Email\Model\AbstractTemplate works the address out before the message is rendered and puts it on the store object under formatted_address. It is built by Magento\Store\Model\Information from the Store Information configuration group, laid out with the fixed five-line template in Magento\Store\Model\Address\Renderer, and its line breaks are then turned into br tags.","Magento\Email\Model\AbstractTemplate works the address out before the message is rendered and puts it on the store object under formatted_address. It is built by Magento\Store\Model\Information from the Store Information configuration group, laid out with the fixed five-line template in Magento\Store\Model\Address\Renderer, and its line breaks are then turned into br tags."
"Magento\Email\Model\AbstractTemplate::addEmailVariables reads it from the configuration for the store view the message is sent in.","Magento\Email\Model\AbstractTemplate::addEmailVariables reads it from the configuration for the store view the message is sent in."
"Magento\Email\Model\AbstractTemplate::addEmailVariables reads it from the configuration for the store view the message is sent in. Despite the general-sounding name it reads the Customer Support identity and nothing else.","Magento\Email\Model\AbstractTemplate::addEmailVariables reads it from the configuration for the store view the message is sent in. Despite the general-sounding name it reads the Customer Support identity and nothing else."
"Magento\Email\Model\AbstractTemplate::addEmailVariables reads the design configuration for the store view the message is sent in. There is no fallback in the code.","Magento\Email\Model\AbstractTemplate::addEmailVariables reads the design configuration for the store view the message is sent in. There is no fallback in the code."
"Magento\Email\Model\AbstractTemplate::getLogoAlt reads the design configuration and, when nothing is set there, falls back to the store view's frontend name.","Magento\Email\Model\AbstractTemplate::getLogoAlt reads the design configuration and, when nothing is set there, falls back to the store view's frontend name."
"Magento\Email\Model\AbstractTemplate::getLogoUrl looks for the file named in the design configuration under the media directory and builds its address. When no file is configured, or the configured file is missing, it falls back to the logo that ships with the current theme.","Magento\Email\Model\AbstractTemplate::getLogoUrl looks for the file named in the design configuration under the media directory and builds its address. When no file is configured, or the configured file is missing, it falls back to the logo that ships with the current theme."
"Message from the sender","Message from the sender"
"Message left on the contact form","Message left on the contact form"
"Modified by","Modified by"
"Money amount","Money amount"
"Most orders carry no such note, so the value is usually empty. The shipped template wraps it in a depend directive for that reason.","Most orders carry no such note, so the value is usually empty. The shipped template wraps it in a depend directive for that reason."
"Name given on the contact form","Name given on the contact form"
"New Draft","New Draft"
"New Theme","New Theme"
"Newlines to <br>","Newlines to <br>"
"No custom variable has the code ""%1"", so there is nothing to change. A directive naming a code that no variable carries renders as nothing at all.","No custom variable has the code ""%1"", so there is nothing to change. A directive naming a code that no variable carries renders as nothing at all."
"No draft found.","No draft found."
"No field is declared at ""%1"" in the configuration structure, so no admin page owns this value.","No field is declared at ""%1"" in the configuration structure, so no admin page owns this value."
"No file was uploaded.","No file was uploaded."
"No history entries found.","No history entries found."
"No modifiers are applied to this directive.","No modifiers are applied to this directive."
"No modifiers. In an email template that means the value is escaped as HTML, which is what a variable written with nothing after it does.","No modifiers. In an email template that means the value is escaped as HTML, which is what a variable written with nothing after it does."
"No results found","No results found"
"No route for changing this value was worked out.","No route for changing this value was worked out."
"No schedule — template is always active","No schedule — template is always active"
"No value available here.","No value available here."
"No variables available","No variables available"
"No variables match your search","No variables match your search"
"Not documented","Not documented"
"Note to the customer","Note to the customer"
"Nothing in the administration decides this value; it is what the sender typed on the sharing form.","Nothing in the administration decides this value; it is what the sender typed on the sharing form."
"Nothing in the administration decides this value; it is what the visitor typed.","Nothing in the administration decides this value; it is what the visitor typed."
"Nothing is implemented for this name. It switches off the escaping a {{var}} directive would otherwise get purely because the filter skips any modifier name it does not hold, and any other unknown name would do the same. It is the established way of asking for a value to be written as it is, which is why it is offered, but it is a convention rather than a step that runs.","Nothing is implemented for this name. It switches off the escaping a {{var}} directive would otherwise get purely because the filter skips any modifier name it does not hold, and any other unknown name would do the same. It is the established way of asking for a value to be written as it is, which is why it is offered, but it is a convention rather than a step that runs."
"Nothing records which permission governs values of the ""%1"" kind, so changing one from the email template editor is refused.","Nothing records which permission governs values of the ""%1"" kind, so changing one from the email template editor is refused."
"Nothing reports this. The directive is replaced by an empty string, so a link written around it simply arrives with nothing in it.","Nothing reports this. The directive is replaced by an empty string, so a link written around it simply arrives with nothing in it."
"Nothing reports this. The directive is replaced by an empty string.","Nothing reports this. The directive is replaced by an empty string."
"Now","Now"
"Number","Number"
